,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0,236.0,243.0,262.0,316.0,626.0,353.0,366.0,329.0,273.0,239.06779,215.93221,231.625,181.0
1,1,181.0,236.0,243.0,262.0,316.0,626.0,353.0,366.0,329.0,273.0,239.06779,215.93221,213.0
2,2,213.0,181.0,236.0,243.0,262.0,316.0,626.0,353.0,366.0,329.0,273.0,239.06779,259.0
3,3,259.0,213.0,181.0,236.0,243.0,262.0,316.0,626.0,353.0,366.0,329.0,273.0,228.0
4,4,228.0,259.0,213.0,181.0,236.0,243.0,262.0,316.0,626.0,353.0,366.0,329.0,249.0
5,5,249.0,228.0,259.0,213.0,181.0,236.0,243.0,262.0,316.0,626.0,353.0,366.0,222.0
6,6,222.0,249.0,228.0,259.0,213.0,181.0,236.0,243.0,262.0,316.0,626.0,353.0,430.0
7,7,430.0,222.0,249.0,228.0,259.0,213.0,181.0,236.0,243.0,262.0,316.0,626.0,337.0
8,8,337.0,430.0,222.0,249.0,228.0,259.0,213.0,181.0,236.0,243.0,262.0,316.0,197.4138
9,9,197.4138,337.0,430.0,222.0,249.0,228.0,259.0,213.0,181.0,236.0,243.0,262.0,210.5862
10,10,210.5862,197.4138,337.0,430.0,222.0,249.0,228.0,259.0,213.0,181.0,236.0,243.0,155.0
11,11,155.0,210.5862,197.4138,337.0,430.0,222.0,249.0,228.0,259.0,213.0,181.0,236.0,149.0
12,12,149.0,155.0,210.5862,197.4138,337.0,430.0,222.0,249.0,228.0,259.0,213.0,181.0,109.0
13,13,109.0,149.0,155.0,210.5862,197.4138,337.0,430.0,222.0,249.0,228.0,259.0,213.0,118.0
14,14,118.0,109.0,149.0,155.0,210.5862,197.4138,337.0,430.0,222.0,249.0,228.0,259.0,154.0
15,15,154.0,118.0,109.0,149.0,155.0,210.5862,197.4138,337.0,430.0,222.0,249.0,228.0,161.0
16,16,161.0,154.0,118.0,109.0,149.0,155.0,210.5862,197.4138,337.0,430.0,222.0,249.0,183.0
17,17,183.0,161.0,154.0,118.0,109.0,149.0,155.0,210.5862,197.4138,337.0,430.0,222.0,259.0
18,18,259.0,183.0,161.0,154.0,118.0,109.0,149.0,155.0,210.5862,197.4138,337.0,430.0,559.0
19,19,559.0,259.0,183.0,161.0,154.0,118.0,109.0,149.0,155.0,210.5862,197.4138,337.0,515.0
20,20,515.0,559.0,259.0,183.0,161.0,154.0,118.0,109.0,149.0,155.0,210.5862,197.4138,222.0
21,21,222.0,515.0,559.0,259.0,183.0,161.0,154.0,118.0,109.0,149.0,155.0,210.5862,171.0
