,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,210.0,183.0,269.0,378.0,349.0,286.0,310.0,299.0,333.0,342.16949,378.83051,372.0,42.0,39.0,40.0,41.0,41.0,106.0,126.0,74.0,42.0,11.0,5.5,11.2541,40.0,51.0,200.0,274.0,268.0,728.0,598.0,387.0,354.0,362.0,420.33898,379.66102,488.0,93.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,384.0,210.0,183.0,269.0,378.0,349.0,286.0,310.0,299.0,333.0,342.16949,305.0,40.0,42.0,39.0,40.0,41.0,41.0,106.0,126.0,74.0,42.0,11.0,5.5,38.0,93.0,51.0,200.0,274.0,268.0,728.0,598.0,387.0,354.0,362.0,420.33898,379.66102,131.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,372.0,384.0,210.0,183.0,269.0,378.0,349.0,286.0,310.0,299.0,333.0,269.0,38.0,40.0,42.0,39.0,40.0,41.0,41.0,106.0,126.0,74.0,42.0,11.0,41.0,131.0,93.0,51.0,200.0,274.0,268.0,728.0,598.0,387.0,354.0,362.0,420.33898,334.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,305.0,372.0,384.0,210.0,183.0,269.0,378.0,349.0,286.0,310.0,299.0,224.0,41.0,38.0,40.0,42.0,39.0,40.0,41.0,41.0,106.0,126.0,74.0,42.0,39.0,334.0,131.0,93.0,51.0,200.0,274.0,268.0,728.0,598.0,387.0,354.0,362.0,508.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,269.0,305.0,372.0,384.0,210.0,183.0,269.0,378.0,349.0,286.0,310.0,229.0,39.0,41.0,38.0,40.0,42.0,39.0,40.0,41.0,41.0,106.0,126.0,74.0,42.0,508.0,334.0,131.0,93.0,51.0,200.0,274.0,268.0,728.0,598.0,387.0,354.0,429.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,224.0,269.0,305.0,372.0,384.0,210.0,183.0,269.0,378.0,349.0,286.0,263.0,42.0,39.0,41.0,38.0,40.0,42.0,39.0,40.0,41.0,41.0,106.0,126.0,39.0,429.0,508.0,334.0,131.0,93.0,51.0,200.0,274.0,268.0,728.0,598.0,387.0,444.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,229.0,224.0,269.0,305.0,372.0,384.0,210.0,183.0,269.0,378.0,349.0,311.0,39.0,42.0,39.0,41.0,38.0,40.0,42.0,39.0,40.0,41.0,41.0,106.0,43.0,444.0,429.0,508.0,334.0,131.0,93.0,51.0,200.0,274.0,268.0,728.0,598.0,520.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,263.0,229.0,224.0,269.0,305.0,372.0,384.0,210.0,183.0,269.0,378.0,435.0,43.0,39.0,42.0,39.0,41.0,38.0,40.0,42.0,39.0,40.0,41.0,41.0,40.0,520.0,444.0,429.0,508.0,334.0,131.0,93.0,51.0,200.0,274.0,268.0,728.0,532.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,311.0,263.0,229.0,224.0,269.0,305.0,372.0,384.0,210.0,183.0,269.0,358.0,40.0,43.0,39.0,42.0,39.0,41.0,38.0,40.0,42.0,39.0,40.0,41.0,39.0,532.0,520.0,444.0,429.0,508.0,334.0,131.0,93.0,51.0,200.0,274.0,268.0,571.17241
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,435.0,311.0,263.0,229.0,224.0,269.0,305.0,372.0,384.0,210.0,183.0,248.0,39.0,40.0,43.0,39.0,42.0,39.0,41.0,38.0,40.0,42.0,39.0,40.0,42.0,571.17241,532.0,520.0,444.0,429.0,508.0,334.0,131.0,93.0,51.0,200.0,274.0,601.82759
